Iteration,Score
1,-0.0028718766188328805
2,-0.0028718766188328805
3,-0.0028718766188328805
4,-0.0028718766188328805
5,-0.0028718766188328805
6,-0.0028718766188328805
7,-0.0028718766188328805
8,-0.0028718766188328805
9,-0.0028718766188328805
10,-0.0028718766188328805
11,-0.0028718766188328805
12,0.5066545083115523
13,0.010192331574175118
14,0.033472284213782164
15,0.9939682059870357
16,-0.0028718766188328805
17,0.9939682059870357
18,0.9939682059870357
19,0.9939682059870357
20,0.9939682059870357
21,0.9939682059870357
22,-0.0028718766188328805
23,-0.0028718766188328805
24,0.9939682059870357
25,-0.0028718766188328805
26,-0.0028718766188328805
27,-0.0028718766188328805
28,-0.0028718766188328805
29,-0.0028718766188328805
30,0.9939682059870357
31,-0.0028718766188328805
32,-0.0028718766188328805
33,-0.0028718766188328805
34,-0.0028718766188328805
35,-0.0028718766188328805
36,0.9939682059870357
37,-0.0028718766188328805
38,-0.0028718766188328805
39,-0.0028718766188328805
40,-0.0028718766188328805
41,-0.0028718766188328805
42,0.9939682059870357
43,-0.0028718766188328805
44,-0.0028718766188328805
45,-0.0028718766188328805
46,-0.0028718766188328805
47,-0.0028718766188328805
48,-0.0028718766188328805
49,0.9939682059870357
50,-0.0028718766188328805
