Iteration,Score
1,-0.047884447963401744
2,-0.04828846667359073
3,-0.047561488300130385
4,-0.04709709435902152
5,-0.0518583654577391
6,-0.048033459973219686
7,0.31736721936768564
8,0.34538290688004264
9,0.3668591025845352
10,-0.04832239381625292
11,-0.047614014443791805
12,0.36905292385337285
13,0.3766058369206761
14,0.07279977017673608
15,-0.047719920818699045
16,0.3727849220798793
17,0.3593293702098924
18,-0.04725365870407474
19,0.3781871114514316
20,0.14691618072232376
21,0.3698449599123615
22,0.4107863009790652
23,0.4018215599752247
24,-0.047614014443791805
25,0.48022076000021235
26,0.4183263687408628
27,0.4786525704195765
28,0.4769680208039901
29,0.5135731269020383
30,0.4121181727686182
31,0.5338366913942835
32,0.533553955451172
33,0.5315806000114446
34,0.47439565225527297
35,0.5316871770807484
36,0.530955632906916
37,0.29881249559042866
38,0.5307126920817761
39,0.4996191283637034
40,-0.21145361551261116
41,0.5294784956703433
42,0.23165457004103063
43,0.4219075755297392
44,0.5326500316623888
45,-0.047614014443791805
46,0.5341721922858614
47,0.5288345170266286
48,0.4855465802887172
49,0.41261509534073626
50,0.1442609890700474
