Iteration,Score
1,0.6227862928195934
2,0.8183606072184088
3,0.6166370611377376
4,0.7819467475731763
5,0.7909202490869405
6,0.7378711368909865
7,0.6258598490743615
8,0.6310443819100943
9,0.29074506162787994
10,0.8782217102471304
11,0.9625371595475931
12,0.7819467475731763
13,0.6938644238320535
14,0.9104372364656955
15,0.9658749144336596
16,0.8986971281743577
17,0.7913990245351916
18,0.9640492200345496
19,-0.05320919309927987
20,0.9308980411699871
21,0.8641255748886605
22,0.6938644238320535
23,0.7819467475731763
24,0.8857676468671667
25,0.7781497879594955
26,0.6938644238320535
27,0.9661522268165056
28,0.946867909646009
29,0.6373197179989203
30,0.6399236831654218
31,0.9634241186430564
32,0.9122048739971659
33,0.9310484976071802
34,0.6938644238320535
35,0.9636962345098627
36,0.960281982566136
37,0.9650134070258183
38,0.964741107729786
39,0.9144451595301082
40,0.9621282849676016
41,0.9313595761397
42,0.8596859716757758
43,0.9629490042011997
44,0.7819467475731763
45,0.9662442591792406
46,0.9626786409218635
47,0.962720089088761
48,0.9123643815270486
49,0.9674687404993525
50,0.960325916610142
