Iteration,Score
1,0.2805857426495169
2,-0.06181451898342389
3,0.5671061613428734
4,0.21905650146483988
5,-0.06156022237622955
6,0.16700765712346669
7,0.18409985074373644
8,0.02641803890445341
9,0.4129778181572837
10,0.034756115886275536
11,-0.06152990988509451
12,0.05497457666390761
13,-0.060931951258741214
14,0.028224102900799717
15,-0.06382372001819243
16,0.06467786111035166
17,0.03328066363987135
18,0.7753437913134225
19,-0.06157574397590326
20,-0.061951323852147286
21,0.19028583841027982
22,0.18386219866208295
23,0.7658845234148073
24,-0.06186271277029972
25,-0.06167288287372595
26,-0.060892131491425375
27,0.4157729521712855
28,0.5859490172390086
29,0.28949103707814006
30,0.3105976039883637
31,-0.0630748808838587
32,0.0262557740628714
33,0.18330772657723668
34,-0.053824035919585525
35,-0.06780775206391224
36,0.1769160618077989
37,0.7222388035094889
38,0.1722573619004392
39,0.1818034375296685
40,0.03237024136313977
41,0.17248770421888068
42,-0.06219464502426326
43,-0.06261102482628138
44,0.41288031313071494
45,-0.05649421044902227
46,-0.06221310029869907
47,0.03621852983943568
48,0.182263617292556
49,-0.06225473149811906
50,0.7103455511919913
