Iteration,Score
1,0.7819467475731763
2,0.7819467475731763
3,0.7819467475731763
4,0.7913990245351916
5,0.7865466239620986
6,0.8733404786622966
7,0.6223527879616626
8,0.6397575960991398
9,0.7860359131759462
10,0.6399236831654218
11,0.8558408015763448
12,0.9317872350617755
13,0.6938644238320535
14,-0.05320919309927987
15,0.7819467475731763
16,0.7455002670510849
17,0.963894102518104
18,0.6938644238320535
19,0.6938644238320535
20,0.9639858127021042
21,0.8774095909186859
22,0.5817676989662024
23,0.7860359131759462
24,0.7819467475731763
25,0.9640095451064641
26,0.9639858127021042
27,0.9640095451064641
28,0.6501046082397612
29,0.6373197179989203
30,0.9639858127021042
31,0.9639858127021042
32,0.9289929335077843
33,0.9640095451064641
34,0.9640095451064641
35,0.9640095451064641
36,0.9639858127021042
37,0.9640095451064641
38,0.9639858127021042
39,0.9640095451064641
40,0.9639858127021042
41,0.9640095451064641
42,0.9640095451064641
43,0.9639858127021042
44,0.9639639857633842
45,-0.05320919309927987
46,0.9639858127021042
47,0.9640296671950768
48,0.9640095451064641
49,0.9639858127021042
50,0.9640095451064641
