Iteration,Score
1,0.5503435728302168
2,0.8900580160348021
3,0.9239290060879508
4,0.3019710647126952
5,0.785279165482788
6,0.9239151469561265
7,0.7180147644831343
8,0.7853324504907482
9,0.923881341263552
10,0.849023286657744
11,0.4801627962673386
12,0.70162532426406
13,0.4485750268796824
14,0.7853502250798428
15,0.46820091581229684
16,0.5130259286201477
17,0.9239290060879508
18,0.9239290060879508
19,0.8085827482649961
20,0.6715476764199095
21,0.8085311459049375
22,0.46823132341738904
23,0.6327339004735171
24,0.9239290060879508
25,0.648796109106248
26,0.881951507300779
27,0.4418850027564064
28,0.75202956435013
29,0.3261493242182901
30,0.381767208834658
31,0.48025631957170345
32,0.6864225708249437
33,0.8899620283859546
34,0.4485601040884587
35,0.8325742097482205
36,0.9239290060879508
37,0.451207062394244
38,0.9055500020892052
39,0.30323289149402277
40,0.3305113942589256
41,0.5669389885927971
42,0.3750185941370874
43,0.8819644698304845
44,0.6572525070714457
45,0.5059997299567802
46,0.5348862076912517
47,0.4511770822263258
48,0.29112644921161623
49,0.521923559869051
50,0.8245403676661842
51,0.7702694349809353
52,0.6028982282649386
53,0.6713815367838626
54,0.68338143986003
55,0.8531619494936098
56,0.6772047364298677
57,0.45682249506142814
58,0.3750965816182794
59,0.7019403489179142
60,0.5061456767043707
61,0.921731887846073
62,0.5077879003864458
63,0.5524888870805131
64,0.41372314997126225
65,0.342084845502561
66,0.8325414429412497
67,0.35785181465398574
68,0.8326068840129689
69,0.33891474163380986
70,0.9055689733983727
71,0.8572910926475025
72,0.339707943627679
73,0.7522123963981732
74,0.5255932004350592
75,0.31360313393828976
76,0.2695760446989345
77,0.8408051968428746
78,0.5753628988747772
79,0.2799607661984346
80,0.4149318471075447
81,0.49603589798455106
82,0.865453220407084
83,0.9239206992902197
84,0.4513416735825878
85,0.7146854165403189
86,0.6175815348174012
87,0.41602038152331255
88,0.7018848208828243
89,0.5668003504231696
90,0.7017180602525085
91,0.9092089700995162
92,0.762834420922217
93,0.6300775015493405
94,0.6774450462867856
95,0.36313701735454285
96,0.5932936301235701
97,0.3142861298919246
98,0.4726754619741782
99,0.38378268690949735
100,0.7416528970918952
