Iteration,Score
1,0.8767152699135675
2,-0.002983956455115999
3,0.03160933683308986
4,-0.002948639079544746
5,0.932597497131009
6,0.9049769954906083
7,-0.003109511567373735
8,0.9239465893481424
9,-0.003016428382608893
10,0.9105662461398847
11,-0.004313946164165028
12,0.8815621889325829
13,0.8992786931106789
14,0.8597905130852815
15,0.8868594232348821
16,0.8017662686692194
17,0.8844298703930514
18,0.7974882131695823
19,0.8769734131849793
20,0.9047981423124153
21,0.9957604945685494
22,0.9894363815828857
23,0.9952089914350276
24,0.9709964372208656
25,0.9019621720637995
26,0.9891923904411181
27,0.9865456527824676
28,0.8541406040454451
29,0.9957744763316405
30,0.995731626381607
31,0.8209819354822763
32,0.9903987416869182
33,0.9950487419074211
34,0.9904415789616824
35,0.8719771242549547
36,0.9051295776990209
37,0.9948271229036999
38,0.9942938202920153
39,0.9782901889149361
40,0.9955001150071346
41,-0.0027012343931955398
42,0.9677114271713142
43,0.8614227427299245
44,0.9083938206862676
45,0.9958041964410211
46,0.9063330428236721
47,0.868077006523148
48,0.9147619769599888
49,0.9843460919273802
50,0.920049111011523
