Iteration,Score
1,0.0032880058329141093
2,0.4625790764452581
3,0.042465958774791646
4,0.550102223688101
5,0.5562747384146133
6,0.6944737788702775
7,0.621836754115874
8,0.499326701267939
9,0.5716024858492483
10,0.5602581650019721
11,0.27649557779998923
12,0.47640942088611826
13,0.25031263415299354
14,0.5372308324569598
15,0.6192904596995008
16,0.06958667056716605
17,0.55879250435648
18,0.05568672354258475
19,0.5826339312340565
20,0.5021290215636373
21,0.008430727516028469
22,0.6089924266282634
23,-0.05505396479145519
24,0.6025722407401293
25,0.5983844775610252
26,-0.03150173988242422
27,0.057333778129043056
28,0.4562970106947686
29,0.3693489385614561
30,0.4220893202813222
31,0.49780310758078694
32,0.0279781446395867
33,-0.11135524841645705
34,0.7204901386565739
35,-0.0002447891195931362
36,0.5117666800300069
37,0.4987662232317991
38,0.32703887362761086
39,0.08716803637209958
40,0.030610857831433025
41,0.5689868355568053
42,0.5055335040561096
43,0.5893089753018406
44,0.7169271295171784
45,0.5080725420767551
46,-0.08073617609464212
47,0.08292109694287475
48,0.08777731671353273
49,0.625118433875951
50,0.5966660745971356
51,-0.002996152958855358
52,0.4906444584008588
53,0.4999864598436846
54,0.496706942000245
55,0.6350826033415696
56,0.5819018065397562
57,0.607845938416766
58,0.08897237386677004
59,0.6060395590093564
60,0.5864193666361904
61,0.579839649747344
62,0.5653673715764684
63,0.08730194523745682
64,0.4830676870386037
65,0.5827237673084968
66,0.5704137956306913
67,0.6001137998424915
68,0.6331774863498227
69,0.5755798645707539
70,0.6016568246458376
71,0.04144533638232739
72,0.597416452536022
73,0.47878891933466494
74,0.09960619844116414
75,-0.0887029919642488
76,0.7447174808630642
77,-0.04805984643994443
78,0.49230660408918325
79,0.6557812091880255
80,0.6112728619174608
81,0.5263487344309898
82,0.5456847931861664
83,0.5678062626620766
84,0.5796041402259604
85,0.5504490124481888
86,0.38931693554323976
87,0.4294564547380746
88,0.6058384661052849
89,0.6061602866396384
90,0.6108079998266686
91,0.7333650306176988
92,0.020759705408091245
93,-0.022730343589548507
94,0.5698932323298904
95,0.6449248791767399
96,-0.08610690102450747
97,0.05453768570003692
98,0.6214002992884871
99,0.6166593394271185
100,0.6004914332165283
