Iteration,Score
1,0.2829573823933374
2,-0.062136544091681935
3,0.5667838819374297
4,0.21695298256192183
5,-0.06327231769538476
6,0.16569549345333437
7,0.18291093370936132
8,0.026965681897736977
9,0.413093416244154
10,0.03128441972414458
11,-0.06237557036649109
12,0.05487929000750783
13,-0.06561676768400582
14,0.02627581252923577
15,-0.06298715729351063
16,0.06666090260992638
17,0.033608949338214886
18,0.7783958081614506
19,-0.06346337300624774
20,-0.0636100293172867
21,0.19135143023571313
22,0.18058563524362198
23,0.766350416552279
24,-0.06265860994150277
25,-0.06056800080459958
26,-0.06032111165468595
27,0.41528312283242513
28,0.5868597942858852
29,0.2637698823400899
30,0.31110459826335596
31,-0.06864722473480267
32,0.0249921570790694
33,0.18174639341286256
34,-0.05836715038375132
35,-0.06510546951575545
36,0.17439916032592637
37,0.7228253313877797
38,0.1727601672662493
39,0.1797214663959053
40,0.03031636592139586
41,0.17010996539424536
42,-0.06471077148500479
43,-0.06275768669720334
44,0.41262278857050555
45,-0.05619428688971754
46,-0.06110224309559653
47,0.03459003020487087
48,0.18409241759020326
49,-0.06217606982530425
50,0.7124348681737691
